orientacaoVoto,codTipoLideranca,siglaPartidoBloco,codPartidoBloco,id_votacao
Sim,B,Minoria,,2391935-43
Sim,P,PL,37906.0,2391935-43
Sim,B,Governo,,2391935-43
Sim,B,Bl MdbPsdRepPode,,2391935-43
Sim,P,NOVO,37901.0,2391935-43
Sim,B,Bl UniPpFdrPsdbCid...,,2391935-43
Sim,B,Maioria,,2391935-43
Liberado,B,Fdr PSOL-REDE,,2391935-43
Não,P,NOVO,37901.0,2415411-9
Liberado,B,Minoria,,2415411-9
Sim,P,PL,37906.0,2415411-9
Liberado,P,PSB,36832.0,2415411-9
Não,B,Fdr PSOL-REDE,,2415411-9
Liberado,B,Oposição,,2415411-9
Sim,B,Fdr PT-PCdoB-PV,,2415411-9
,B,Maioria,,2415411-9
Sim,B,Bl UniPpFdrPsdbCid...,,2415411-9
,B,Governo,,2415411-9
,B,Bl MdbPsdRepPode,,2415411-9
Sim,B,Maioria,,2394478-15
Sim,B,Fdr PSOL-REDE,,2394478-15
Sim,B,Bl MdbPsdRepPode,,2394478-15
Sim,P,NOVO,37901.0,2394478-15
Sim,B,Minoria,,2394478-15
Sim,B,Fdr PT-PCdoB-PV,,2394478-15
Sim,B,Bl UniPpFdrPsdbCid...,,2394478-15
Sim,P,PL,37906.0,2394478-15
Sim,B,Governo,,2394478-15
Sim,B,Oposição,,2394478-15
Sim,B,Bl UniPpFdrPsdbCid...,,2479094-8
Sim,B,Bl MdbPsdRepPode,,2479094-8
Sim,B,Fdr PT-PCdoB-PV,,2479094-8
,P,PSB,36832.0,2479094-8
Sim,P,PL,37906.0,2479094-8
Não,P,NOVO,37901.0,2479094-8
Sim,B,Governo,,2479094-8
Liberado,B,Minoria,,2479094-8
Sim,B,Fdr PSOL-REDE,,2479094-8
Sim,B,Maioria,,2479094-8
Liberado,B,Oposição,,2479094-8
Sim,B,Bl UniPpFdrPsdbCid...,,2403068-11
Sim,B,Maioria,,2403068-11
Não,P,PL,37906.0,2403068-11
Sim,P,PSB,36832.0,2403068-11
,B,Governo,,2403068-11
Não,P,NOVO,37901.0,2403068-11
Sim,B,Fdr PT-PCdoB-PV,,2403068-11
Não,B,Minoria,,2403068-11
Sim,B,Bl MdbPsdRepPode,,2403068-11
Não,B,Oposição,,2403068-11
Sim,B,Fdr PSOL-REDE,,2403068-11
Não,B,Fdr PT-PCdoB-PV,,2395883-58
Sim,P,PL,37906.0,2395883-58
Sim,B,Minoria,,2395883-58
,B,Maioria,,2395883-58
Sim,B,Bl MdbPsdRepPode,,2395883-58
Não,B,Fdr PSOL-REDE,,2395883-58
Sim,P,NOVO,37901.0,2395883-58
Sim,B,Oposição,,2395883-58
,B,Governo,,2395883-58
Sim,B,Bl UniPpFdrPsdbCid...,,2395883-58
Sim,B,Bl UniPpFdrPsdbCid...,,2395883-53
Sim,B,Bl MdbPsdRepPode,,2395883-53
Sim,B,Maioria,,2395883-53
Sim,B,Oposição,,2395883-53
Sim,P,PL,37906.0,2395883-53
Não,B,Fdr PT-PCdoB-PV,,2395883-53
Não,B,Fdr PSOL-REDE,,2395883-53
Sim,B,Governo,,2395883-53
Sim,B,Minoria,,2395883-53
Sim,P,NOVO,37901.0,2395883-53
Não,B,Oposição,,2396155-24
Não,P,PL,37906.0,2396155-24
Não,B,Minoria,,2396155-24
Sim,B,Oposição,,2397890-55
Sim,B,Bl PlFdrPTUniPp...,,2397890-55
Sim,B,Minoria,,2397890-55
Sim,B,Maioria,,2397890-55
Sim,B,Governo,,2397890-55
Sim,P,NOVO,37901.0,2397890-55
Sim,B,Fdr PSOL-REDE,,2397890-55
Não,B,Bl PlFdrPTUniPp...,,2397890-54
Não,B,Minoria,,2397890-54
Não,B,Oposição,,2397890-54
Não,P,NOVO,37901.0,2397890-54
Não,B,Governo,,2397890-54
Sim,B,Fdr PSOL-REDE,,2397890-54
Não,B,Maioria,,2397890-54
,B,Governo,,2397925-25
Não,P,NOVO,37901.0,2397925-25
,B,Maioria,,2397925-25
,B,Minoria,,2397925-25
Sim,B,Bl MdbPsdRepPode,,2397925-25
Sim,B,Fdr PSOL-REDE,,2397925-25
Liberado,B,Oposição,,2397925-25
Sim,B,Bl UniPpFdrPsdbCid...,,2397925-25
Sim,P,PL,37906.0,2397925-25
Sim,B,Fdr PT-PCdoB-PV,,2397925-25
Sim,P,NOVO,37901.0,2397925-16
,B,Minoria,,2397925-16
Não,B,Fdr PSOL-REDE,,2397925-16
Sim,B,Oposição,,2397925-16
Não,B,Governo,,2397925-16
Não,B,Bl UniPpFdrPsdbCid...,,2397925-16
Sim,P,PL,37906.0,2397925-16
Não,B,Bl MdbPsdRepPode,,2397925-16
,B,Maioria,,2397925-16
Não,B,Fdr PT-PCdoB-PV,,2397925-16
Não,B,Minoria,,2398741-64
Liberado,P,PL,37906.0,2398741-64
Sim,B,Bl UniPpFdrPsdbCid...,,2398741-64
Sim,B,Maioria,,2398741-64
Sim,B,Bl MdbPsdRepPode,,2398741-64
Sim,B,Fdr PSOL-REDE,,2398741-64
Não,B,Oposição,,2398741-64
Sim,B,Governo,,2398741-64
Sim,B,Fdr PT-PCdoB-PV,,2398741-64
Não,P,NOVO,37901.0,2398741-64
,B,Oposição,,2399598-108
,B,Maioria,,2399598-108
Não,P,NOVO,37901.0,2399598-108
Não,P,PL,37906.0,2399598-108
Sim,P,PSB,36832.0,2399598-108
Sim,B,Fdr PSOL-REDE,,2399598-108
Não,B,Bl UniPpFdrPsdbCid...,,2399598-108
Não,B,Minoria,,2399598-108
Não,B,Bl MdbPsdRepPode,,2399598-108
Sim,B,Fdr PT-PCdoB-PV,,2399598-108
Não,B,Governo,,2399598-108
Sim,B,Bl MdbPsdRepPode,,2399598-70
Não,P,PL,37906.0,2399598-70
Sim,B,Maioria,,2399598-70
Sim,P,PSB,36832.0,2399598-70
Sim,B,Bl UniPpFdrPsdbCid...,,2399598-70
Sim,B,Governo,,2399598-70
Sim,B,Fdr PSOL-REDE,,2399598-70
Não,B,Minoria,,2399598-70
Sim,P,NOVO,37901.0,2399598-70
Sim,B,Fdr PT-PCdoB-PV,,2399598-70
Não,B,Oposição,,2399598-70
Sim,B,Fdr PSOL-REDE,,2447901-6
Não,P,NOVO,37901.0,2447901-6
Sim,P,PSB,36832.0,2447901-6
Não,P,PL,37906.0,2447901-6
Sim,B,Fdr PT-PCdoB-PV,,2447901-6
Não,B,Governo,,2447901-6
Não,B,Minoria,,2447901-6
,B,Maioria,,2447901-6
,B,Oposição,,2447901-6
Não,B,Bl UniPpFdrPsdbCid...,,2447901-6
Não,B,Bl MdbPsdRepPode,,2447901-6
Sim,B,Oposição,,2399598-112
Sim,B,Maioria,,2399598-112
Sim,P,PSB,36832.0,2399598-112
Sim,B,Minoria,,2399598-112
Sim,B,Bl UniPpFdrPsdbCid...,,2399598-112
Sim,B,Governo,,2399598-112
Sim,B,Bl MdbPsdRepPode,,2399598-112
Sim,B,Fdr PSOL-REDE,,2399598-112
Sim,P,PL,37906.0,2399598-112
Sim,B,Fdr PT-PCdoB-PV,,2399598-112
Sim,P,NOVO,37901.0,2399598-112
Liberado,B,Maioria,,2412712-8
Sim,B,Bl MdbPsdRepPode,,2412712-8
Não,B,Fdr PSOL-REDE,,2412712-8
Não,B,Fdr PT-PCdoB-PV,,2412712-8
Sim,B,Minoria,,2412712-8
Sim,B,Oposição,,2412712-8
Sim,P,PL,37906.0,2412712-8
Sim,P,NOVO,37901.0,2412712-8
Sim,B,Governo,,2412712-8
Sim,B,Bl UniPpFdrPsdbCid...,,2412712-8
Não,B,Maioria,,2400068-23
Sim,P,PL,37906.0,2400068-23
Não,B,Fdr PSOL-REDE,,2400068-23
Não,B,Bl UniPpFdrPsdbCid...,,2400068-23
Sim,P,NOVO,37901.0,2400068-23
Não,B,Governo,,2400068-23
Sim,B,Oposição,,2400068-23
Sim,B,Minoria,,2400068-23
Liberado,B,Bl MdbPsdRepPode,,2400068-23
Não,B,Fdr PT-PCdoB-PV,,2400068-23
Não,B,Bl UniPpFdrPsdbCid...,,2400068-20
Liberado,B,Bl MdbPsdRepPode,,2400068-20
Sim,P,NOVO,37901.0,2400068-20
Sim,P,PL,37906.0,2400068-20
Não,B,Fdr PSOL-REDE,,2400068-20
Não,B,Fdr PT-PCdoB-PV,,2400068-20
Não,B,Maioria,,2400068-20
Não,B,Governo,,2400068-20
Sim,B,Oposição,,2400068-20
Sim,B,Minoria,,2400068-20
Não,P,NOVO,37901.0,2400118-7
Sim,B,Bl UniPpFdrPsdbCid...,,2400118-7
Liberado,B,Minoria,,2400118-7
Sim,B,Bl MdbPsdRepPode,,2400118-7
Sim,B,Governo,,2400118-7
Sim,B,Fdr PSOL-REDE,,2400118-7
Sim,P,PL,37906.0,2400118-7
Liberado,B,Oposição,,2400118-7
Sim,B,Fdr PT-PCdoB-PV,,2400118-7
Sim,B,Maioria,,2400118-7
,B,Bl MdbPsdRepPode,,2400115-8
Sim,B,Fdr PT-PCdoB-PV,,2400115-8
Liberado,B,Minoria,,2400115-8
Sim,B,Governo,,2400115-8
Sim,B,Fdr PSOL-REDE,,2400115-8
Não,P,NOVO,37901.0,2400115-8
Liberado,B,Oposição,,2400115-8
Sim,B,Bl UniPpFdrPsdbCid...,,2400115-8
Sim,B,Maioria,,2400115-8
Liberado,P,PL,37906.0,2400115-8
Sim,B,Governo,,2400758-62
Não,P,NOVO,37901.0,2400758-62
Sim,B,Maioria,,2400758-62
Sim,B,Bl UniPpFdrPsdbCid...,,2400758-62
Não,P,PL,37906.0,2400758-62
Sim,B,Bl MdbPsdRepPode,,2400758-62
Não,B,Oposição,,2400758-62
Sim,P,PSB,36832.0,2400758-62
Não,B,Minoria,,2400758-62
Sim,B,Fdr PT-PCdoB-PV,,2400758-62
Sim,B,Fdr PSOL-REDE,,2400758-62
Sim,B,Oposição,,2400758-37
Sim,B,Minoria,,2400758-37
Sim,P,PL,37906.0,2400758-37
Não,B,Fdr PT-PCdoB-PV,,2400758-37
,B,Fdr PSOL-REDE,,2400758-37
Não,P,PSB,36832.0,2400758-37
Sim,P,NOVO,37901.0,2400758-37
Não,B,Maioria,,2400758-37
Não,B,Bl UniPpFdrPsdbCid...,,2400758-37
Não,B,Bl MdbPsdRepPode,,2400758-37
Não,B,Governo,,2400758-37
Sim,P,PSB,36832.0,2421859-9
Sim,B,Bl UniPpFdrPsdbCid...,,2421859-9
Não,P,NOVO,37901.0,2421859-9
Sim,B,Governo,,2421859-9
Sim,B,Bl MdbPsdRepPode,,2421859-9
Não,P,PL,37906.0,2421859-9
Sim,B,Fdr PT-PCdoB-PV,,2421859-9
Não,B,Minoria,,2421859-9
Sim,B,Fdr PSOL-REDE,,2421859-9
Não,B,Oposição,,2421859-9
Sim,B,Maioria,,2421859-9
